LY,ND,TM,DYZZ,TXZZ,QBZZ,CBS,NFJM,FBSJ
省科学技术奖,2020,Phosphorylation of smooth muscle 22α facilitates angiotensinII–induced ROS production via activation of the PKCδ-p47phox axis through release of PKCδ and actin dynamics and is associated with hypertrophy and hyperplasia of vascular smooth muscle cell,吕品,韩梅,苗穗兵；舒亚南；董丽华；刘国庆；谢肖立；高敏；王育灿；尹亚娟；王晓娟,Circ Res,2012年111卷697-707页,2012/7/31
省科学技术奖,2020,"TRAF6-mediated SM22α K21 ubiquitination promotes G6PD activation and NADPH production, contributing to GSH homeostasis and VSMC survival in vitro and in vivo.",董丽华,韩梅,李亮；宋昱；段志丽；孙绍光；林燕玲；苗穗兵；尹亚娟；舒亚南；李晗；陈鹏；赵丽丽,Circ Res,2015年117卷684-694页,2015/9/25
省科学技术奖,2020,CKII-SIRT1-SM22 loop evokes a self-limited inflammatory response in vascular smooth muscle cells.,舒亚南；董丽华,韩梅,李晗；裴芊芊；苗穗兵；张凡；张丹丹；陈荣；尹亚娟；林燕玲；薛震颖；吕品；谢肖立；赵丽丽；聂茜；陈鹏,Cardiovasc Res,2017年113卷10期1198-1207页,2017/8/1
省科学技术奖,2020,Accumulation of smooth muscle 22&alpha; protein accelerates senescence of vascular smooth muscle cells via stabilization of p53 in vitro and in vivo,苗穗兵,韩梅,谢肖立；尹亚娟；赵丽丽；张凡；舒亚南；陈荣；陈鹏；董丽华；林燕玲；吕品；张丹丹；聂茜；薛震颖,Arterioscler Thromb Vasc Biol,2017年37卷10期1849-1859页,2017/10/1
省科学技术奖,2020,Printable properties of cementitious material containing copper tailings for extrusion based 3D printing,河北工业大学；澳大利亚西澳大学；北京工业大学,,马国伟；李之建；王里,0950-0618,,2018/2/20
省科学技术奖,2020,FAST液压促动器液压系统管路可靠性增长试验研究,燕山大学；中国科学院国家天文台；秦皇岛燕大一华机电工程技术研究院有限公司,,赵静一；朱明；王启明；蔡伟；茹强；李文雷；司少朋,ISSN:0577-6686,,2018/8/20
省科学技术奖,2020,液压元件并行节能型可靠性试验方法研究,宁波恒力液压股份有限公司；燕山大学；中国科学院国家天文台,,吴平；赵静一；郭锐；朱明；王启明,ISSN1001-1269,,2017/6/15
省科学技术奖,2020,The Monitoring of Temperature Effect on the  Supporting Structure of Main Active Reflector for FAST,中国科学院国家天文台,,王清梅；朱明；王启明；杨磊；雷政,ISSN2352-5401,,2017/4/14
省科学技术奖,2020,刚性与柔性顶部边界下筋土界面特性的细观数值研究,石家庄铁道大学；亚琛工业大学；河北省大型基础设施防灾减灾协同创新中心（石家庄铁道大学）,,王志杰；杨广庆；王贺；刘伟超,1000-4548,,2019/5/25
省科学技术奖,2020,轴承钢中非金属夹杂物和元素偏析,北京科技大学,,张立峰；王升千；段加恒,978-7-5024-7459-1,,2017/1/1
省科学技术奖,2020,不锈钢中非金属夹杂物,燕山大学,,任英；张立峰；段豪剑,978-7-5024-8169-8,,2020/1/1
省科学技术奖,2020,管线钢中非金属夹杂物,燕山大学,,杨文；张立峰；罗艳,978-7-5024-8175-9,,2020/1/1
省科学技术奖,2020,Formation and Deformation Mechanism of Al2O3-CaS Inclusions in Ca-Treated Non-oriented Electrical Steels,北京科技大学；燕山大学；首钢智新迁安电磁材料有限公司,,任强；杨文；程林；张立峰,1543-1916,,2019/12/18
省科学技术奖,2020,Capacity and output power estimation approach of individual behind-the-meter distributed photovoltaic system for demand response baseline estimation,华北电力大学；伊朗谢里夫理工大学；克罗地亚萨格勒布大学；国网河北省电力有限公司,,李康平；王飞；米增强；王铁强,4.98E+11,,2019/11/1
省科学技术奖,2020,Multi-Objective Optimization Model of Source&ndash;Load&ndash;Storage Synergetic Dispatch for a Building Energy Management System Based on TOU Price Demand Response,华北电力大学；美国伊利诺伊大学香槟分校；山西省朔州电力公司,,王飞；周立栋；任惠；刘晓丽,4.28E+11,,2017/12/8
省科学技术奖,2020,Research of microalloy elements to induce intragranular acicular ferrite in shipbuilding steel,华北理工大学,,朱立光；王雁；王硕明；张庆军；张彩军,0301-9233,,2019/6/1
省科学技术奖,2020,微合金元素钒和铌对诱发针状铁素体的影响,华北理工大学；河北科技大学,,朱立光；王雁；王硕明；张庆军,0449-749X,,2019/8/1
省科学技术奖,2020,基于故障树和概率神经网络的风电机组故障诊断方法,国电联合动力技术有限公司风电设备及控制国家重点实验室；国网冀北电力有限公司,,褚景春；王飞；汪杨；董健；邓春；何昆,"ISSN 0254-0096,CN 11-2082/TK",,2018/3/19
省科学技术奖,2020,基于深度自编码网络模型的风电机组齿轮箱故障检测,华北电力大学电气与电子工程学院；中国科学院大学物理科学学院；国网冀北电力有限公司电力科学研究院,,刘辉海；赵星宇；赵洪山；宋鹏；邓春,"ISSN 1000-6753,CN 11-2188/TM",,2017/9/1
省科学技术奖,2020,A condition-based opportunistic maintenance strategy for multi-component system,华北电力大学电气与电子工程学院；国网山东省电力公司烟台供电公司；国网冀北电力有限公司,,赵洪山；徐樊浩；梁博通；张建平；宋鹏,ISSN：1475-9217,,2019/1/1
省科学技术奖,2020,Design and Research of Wind Farm Monitoring and Information Management System Based Web and Distribute Process Technology,南京南瑞集团公司；国网冀北电力有限公司,,孙立华；孔震；胡牧；孟庆强；卞晓东；邓春；罗黎明,ISBN: 978-1-5386-0492-2,,2017/10/21
省科学技术奖,2020,Efficient production of trans-4-Hydroxy-L-proline from glucose by metabolic engineering of recombinant Escherichia Coli.,河北大学；河北博伦特药业有限公司,,张红蕾；张超；裴朝红；韩孟楠；徐志栋；李存会；李玮,10.1016/j.jbiosc.2018.04.012,,2018/10/1
省科学技术奖,2020,An efficient procedure for the production of trans-4-hydroxy-L-proline using recombinantly expressed proline hydroxylase.,河北师范大学；河北博伦特药业有限公司,,陈娇娇；顾丹丹；李云天；薛张伟；李存会；燕瑾；张金秀；王立安,1026-3098,,2015/6/1
省科学技术奖,2020,生物转化L-脯氨酸生成反式-4-羟基-L-脯氨酸的定量分析方法,河北大学；河北博伦特药业有限公司,,张红蕾；徐志栋；李玮；杨瑜涛；杜洁；韩孟楠；王烁康,10.3969/j.issn.1004-4957.2016.09.020,,2016/9/1
省科学技术奖,2020,产顺式-4-L-羟脯氨酸工程菌的构建及转化条件的优化,河北师范大学；北京市射线应用研究中心；南开大学,,赵利维；燕瑾；韩蕊；田路；王立安；张金秀,10.13344/j.microbiol.china.150637,,2016/2/29
省科学技术奖,2020,多用户对地观测需求统筹处理模型研究,中国电子科技集团公司第五十四研究所,,马万权；张学庆；崔庆丰；霍国清,0494-0911,,2014/4/15
省科学技术奖,2020,铌微合金钢高温变形的本构关系,燕山大学,,贾斌；彭艳,ISSN0412-1961,,2011/4/10
省科学技术奖,2020,Study on asymmetrical deformation and curvature of heavy cylinder rolling,燕山大学,,孙建亮；彭艳；董志奎；杜兴明,ISSN0020-7403,,2017/9/22
省科学技术奖,2020,Numerical and experimental investigation of induction heating process of heavy cylinder,燕山大学,,孙建亮；李硕；邱丑武；彭艳,ISSN1359-4311,,2018/1/31
省科学技术奖,2020,河北省渤海粮仓科技示范工程——管理实践与探索,河北省农林科学院,,王慧军；徐俊杰,ISBN 978-7-5116-4177-9,,2019/5/1
省科学技术奖,2020,农田多水源高效利用理论与实践,中国科学院遗传与发育生物学研究所,,刘小京；张喜英,ISBN 978-7-5375-9847-7,,2018/12/1
省科学技术奖,2020,HYDRUS Simulation of Sustainable Brackish Water Irrigation in a Winter Wheat-Summer Maize Rotation System in the North China Plain,中国科学院遗传与发育生物学研究所农业资源研究中心；中国科学院大学,,何康康；杨永辉；杨艳敏；陈素英；胡秋丽；刘小京；高峰,2073-4441,,2017/9/1
省科学技术奖,2020,耕层重构对连作棉田土壤理化性状及棉花生长发育的影响,河北省农林科学院棉花研究所,,王树林；祁虹；王燕；张谦；冯国艺；林永增,ISSN 0496-3490,,2017/5/12
省科学技术奖,2020,长期不同施肥措施下华北潮土土壤有机碳的固存变化,河北省农林科学院农业资源环境研究所；中国农业科学院农业资源与农业区划研究所,,黄少辉；杨军芳；杨云马；邢素丽；韩宝文；刘孟朝；何萍；贾良良,ISSN 1000-7091,,2019/12/1
省科学技术奖,2020,Dynamic changes in bacterial diversity  during the production of powdered infant formula  by PCR-DGGE and high-throughput sequencing,上海理工大学；河北科技大学；石家庄君乐宝乳业有限公司,,熊志强；李盈盈；向雨维；夏永军；张汇；王世杰；艾连中,ISSN 0022-0302,,2020/2/1
省科学技术奖,2020,婴幼儿配方奶粉中的菌相分析,石家庄君乐宝乳业有限公司,,李兴佳；王玉英；柴艳兵；张耀广；李飞；赵媛媛,ISSN 1005-9989,,2015/9/1
省科学技术奖,2020,不同牧场生牛乳中碘质量分数的差异及原因分析,石家庄君乐宝乳业有限公司,,苏运聪；齐晓茹；李兴佳；柴艳兵；张耀广；李飞；马景川,ISSN 1001-2230,,2020/3/1
省科学技术奖,2020,低致敏牛乳清蛋白的酶法制备,中国农业大学；石家庄君乐宝乳业有限公司,,李燕；伊洋；石径；王世杰；罗永康,ISSN 1671-5187,,2019/5/1
省科学技术奖,2020,原子吸收火焰法测定婴幼儿奶粉中钙质量分数的不确定度评估,石家庄君乐宝乳业有限公司,,胡利敏；苏运聪；李飞；张耀广；柴艳兵,ISSN 1001-2230,,2018/8/1
省科学技术奖,2020,QuEChERS-分散固相萃取-气相色谱-质谱法测定牛乳中喹氧灵残留,石家庄君乐宝乳业有限公司,,齐晓茹；苏运聪；李飞；李兴佳；张耀广；柴艳兵,ISSN 1671－5187,,2019/6/1
省科学技术奖,2020,HPLC法与三氯化铁-盐酸法检测生鲜牛乳中甲醛掺假,石家庄君乐宝乳业有限公司,,陈静；张彦辉；王玉英；王婷婷；李晨红；朱宏,ISSN 1001-2230,,2020/8/1
省科学技术奖,2020,高效液相色谱法测定乳粉中VK2（七烯甲萘醌）含量,君乐宝乳业集团,,王瑶；张敏；马晓冲；刘星；柴艳兵；张耀广；李飞；李兴佳,ISSN 1671－5187,,2019/12/1
省科学技术奖,2020,高效液相色谱法检测婴幼儿配方乳粉中酪蛋白磷酸肽,石家庄君乐宝乳业有限公司,,魏敏；李兴佳；柴艳兵；李 飞；刘 丽；张耀广,ISSN 1671－5187,,2019/10/1
省科学技术奖,2020,Genetic architecture of lodging resistance revealed by genome-wide association study in maize (Zea mays L),河北农业大学,,杨莎；刘洋；张冬梅；张忠琴；张静；祝丽英；黄亚群；赵永锋；郭晋杰；陈景堂,ISSN：0025-6153,,2016/5/19
省科学技术奖,2020,Epigenetic Regulation during Internode Elongation of Maize (Zea mays),河北农业大学,,李盼；郭晋杰；赵永锋；祝丽英；黄亚群；陈景堂,ISSN:1560-8530,,2014/1/1
省科学技术奖,2020,QTL Mapping for Stalk Related Traits in Maize (Zea mays L.) Under Different Densities,河北农业大学,,祝丽英；陈景堂；李丁；张建华；黄亚群；赵永锋；宋占权；刘志增,ISSN:2095-3119,,2013/2/20
省科学技术奖,2020,"Identification of quantitative trait loci underlying the protein, oil and starch contents of maize in multiple environments",河北农业大学,,张化铎；靳甜甜；黄亚群；陈景堂；祝丽英；赵永锋；郭晋杰,ISSN:0014-2336,,2015/9/15
省科学技术奖,2020,Three-Column Classification for Acetabular Fractures Introduction and Reproducibility Assessment,河北医科大学第三医院,,张瑞鹏；尹英超；李傲；王忠正；侯志勇；庄岩；樊仕才；吴占勇；易成腊；吕刚；马献忠；张英泽,0021-9355,,2019/11/20
省科学技术奖,2020,Minimally invasive treatment of both-column acetabular fractures through the Stoppa combined with iliac fossa approach,河北医科大学第三医院,,张瑞鹏；尹英超；李石伦；侯志勇；王娟；陈伟；张英泽,2045-2322,,2017/8/17
省科学技术奖,2020,"Insertion of psoas minor tendon at pelvic brim, a novel anatomic landmark for extra-articular, screw placement through Stoppa approach",河北医科大学第三医院；河北医科大学,,张瑞鹏；侯志勇；张利萍；尹英超；陈伟；张英泽,0020-1383,,2017/2/21
省科学技术奖,2020,Acetabular Lateral View Effective Fluoroscopic Imaging to Evaluate Screw Penetration Intraoperatively,河北医科大学第三医院,,林哲；郭家良；董维冲；赵阔；侯志勇；张英泽,1643-3750,,2019/8/10
省科学技术奖,2020,Fixation of Displaced Acetabular Fractures With an Anatomic Quadrilateral Surface Plate Through the Stoppa Approach,河北医科大学第三医院,,张瑞鹏；尹英超；李石伦；金霖；郭家良；侯志勇；张英泽,0147-7447,,2019/3/1
省科学技术奖,2020,基于三柱构成理念的改良髋臼骨折分型,河北医科大学第三医院,,侯志勇；张瑞鹏；张英泽,1001-8050,,2018/1/1
省科学技术奖,2020,髂窝联合Stoppa入路方形区解剖钢板固定治疗髋臼双柱骨折,河北医科大学第三医院,,张瑞鹏；尹英超；李石伦；郭家良；金霖；侯志勇；张英泽,0253-2352,,2019/7/1
省科学技术奖,2020,髋臼骨折Judet分型的受力分析及内在联系探讨,河北医科大学第三医院,,侯志勇；张英泽,1001-8050,,2017/8/1
省科学技术奖,2020,Local GABAergic signaling within sensory ganglia controls peripheral nociceptive transmission,河北医科大学；英国利兹大学；马来西亚理科大学；美国德克萨斯大学圣安东尼奥分校；日本群马大学,,杜肖娜；郝瀚；杨跃会；黄沙；王彩雪；李新萌；祁金龙；关兵才；张海林,0021-9738,,2017/5/1
